Best of 2022

Advanced Search

Watchlist

Empire of Light

Spider-Man: No Way Home

Eyes Wide Shut

Licorice Pizza

The Departed

Edward Scissorhands

About Time

Oldboy

City of God

Nightmare Alley

The Proposal

Grease

Promising Young Woman

Wonder Woman 1984

Harry Potter and the Half-Blood Prince

Vengeance

West Side Story

Watchmen

Legend

Captain America: The First Avenger

A Star Is Born

Secretary

The Butterfly Effect

Masters of the Universe

The Graduate

The Karate Kid

Coming to America

The Lives of Others

The Amazing Spider-Man

9 Songs

The King of Staten Island

Instant Family

Batman Forever

Highlander

Ghost

You've Got Mail

Flames

The Talented Mr. Ripley

Cherry

Robin Hood

Possessor

Hellraiser

Rear Window

Midnight Express

Gods of Egypt

Palm Springs

Love and Monsters

The Eyes of Tammy Faye

Bruce Almighty

The American









Get the IMDb App

Best of 2022

Advanced Search

Watchlist

Pineapple Express

Sliding Doors

High Fidelity

Zombieland: Double Tap

Boyhood

Freedom Writers

Wild at Heart

Practical Magic

Waves

Scream 2

Freeway

Swingers

Vampire Academy

Mona Lisa Smile

Bonnie and Clyde

The Souvenir

Songbird

The Divergent Series: Insurgent

A Goofy Movie

Bronson

The Last Picture Show

Across the Universe

Cocktail

The Wolf of Snow Hollow

Less Than Zero

Prozac Nation

Zola

High Noon

Where Eagles Dare

Heavy

25th Hour

Bride of Chucky

A Christmas Movie Christmas

The Squid and the Whale

American Pie Presents: The Naked Mile

Rebel Without a Cause

Georgia Rule

Breathless

Christmas at the Plaza

Anthropoid

LOL

Children of the Corn

Tolkien

Our Friend

Peggy Sue Got Married

Singles

Morgan

Savage Grace

Capote

The Good Girl









Get the IMDb App

Best of 2022

Advanced Search

Watchlist

Honest Thief

Without a Paddle

Open Your Eyes

Nikita

The Dead Zone

The Big Blue

A Gift Wrapped Christmas

Young Sherlock Holmes

A Nightmare on Elm Street 2: Freddy's Revenge

Words on Bathroom Walls

Cold War

Colonia

Kicking and Screaming

Yi Yi: A One and a Two...

May

True History of the Kelly Gang

Spread

Persepolis

Stay

Jamón, Jamón

Tiptoes

The Secret: Dare to Dream

Matchstick Men

The Ultimate Gift

White Oleander

Radioactive

Everything, Everything

Saved!

Control

The Last Song

Double Lover

The Wanderers

The Clovehitch Killer

Rebelde

Forever Young

American Pie Presents: The Book of Love

Song to Song

Sugar & Spice

The Opposite of Sex

Burden

Red Joan

Le Samouraï

Tin Cup

The Doom Generation

The Broken Hearts Gallery

Party Monster

The Bird with the Crystal Plumage

The High Note

In the Fade

Beanpole









Get the IMDb App

Best of 2022

Advanced Search

Watchlist

Two Girls and a Guy

Halloween 4: The Return of Michael Myers

All My Life

Little Joe

Tammy and the T-Rex

Venus

Gully Boy

Stuck on You

Project Almanac

Hatari!

Bad Guy

Cover Girl

Secret Admirer

Nowhere

Bonhoeffer: Agent of Grace

Howling III

5 to 7

Like Water for Chocolate

Ruby in Paradise

The Apartment

King Kong Lives

Fever Pitch

Laurel Canyon

Collide

Babyteeth

The Best of Youth

My Salinger Year

Human Traffic

Obvious Child

Tekken

Junebug

Trojan War

Down to You

Swimfan

Vice Versa

Rocco and His Brothers

Matchmaker Santa

I Know Where I'm Going!

Fun Size

The Mirror Has Two Faces

Country Strong

Proof

Ask the Dust

Long Day's Journey Into Night

In the Land of Women

The Savages

Free Willy 2: The Adventure Home

Holiday High School Reunion

Head Over Heels

Law of Desire









Get the IMDb App

Best of 2022

Advanced Search

Watchlist

Save Yourselves!

A Guide to Recognizing Your Saints

Comet

Blue Juice

Prom

Insomnia

Viridiana

Boy A

Dogfight

Feast of Love

Their Eyes Were Watching God

Sylvie's Love

Camp

Happily Ever After

Asako I & II

Söz

Katie Says Goodbye

The Greatest

Head in the Clouds

The Dead Girl

Thumbsucker

Outside Providence

The Photograph

Addicted to Love

All or Nothing

Lemon Popsicle

Lovewrecked

All Summers End

Yor: The Hunter from the Future

Populaire

Miss Meadows

I Confess

Dog Days

Abandon

Billy Bathgate

Kings & Queen

Parisienne

A Firehouse Christmas

Solitary Man

Somersault

Pickup on South Street

The Last Five Years

The Tall Guy

The Gay Deceivers

Blood and Chocolate

Rent-A-Pal

He Said, She Said

Happy Campers

Jesus' Son

Superman/Doomsday









Get the IMDb App

Best of 2022

Advanced Search

Watchlist

Love at Second Sight

The Hunchback of Notre Dame II

The Unbelievable Truth

Two Days in Paris

Monsieur Ibrahim

Mr. Wonderful

CQ

The Loss of Sexual Innocence

Homecoming

Wild Reeds

Frankie

Valentin

Gorgeous

Down to the Bone

A Fairly Odd Movie: Grow Up, Timmy Turner!

The Star Maker

Last Night

Head On

Lucky 7

Carefree

Five Corners

Alex & Emma

Premature

The Edukators

The Sterile Cuckoo

My Brilliant Career

The Vicious Kind

The Last Time I Committed Suicide

The Son's Room

Sleepwalk with Me

Stoned

Skin

George Washington

Yossi & Jagger

Glorious 39

Happy Together

Brief Interviews with Hideous Men

Scottish Mussel

Lovely & Amazing

Crime + Punishment in Suburbia

Twist and Shout

Rory O'Shea Was Here

Hercules in the Underworld

Toto le héros

Never Talk to Strangers

The Sweetest Heart

Calendar Girl

Tumbleweeds

Die, Monster, Die!

Somers Town









Get the IMDb App

Best of 2022

Advanced Search

Watchlist

Immortality

3some

Touchez Pas au Grisbi

Simple Men

Hard Core Logo

New Life

Cattle Call

Once Upon a Time in the Midlands

Plus One at an Amish Wedding

The City of Your Final Destination

Wilbur Wants to Kill Himself

Ek Hasina Thi

The Taste of Others

Chinese Box

Music from Another Room

The Lovers

Far North

B. Monkey

Dedication

My Perfect Romance

OK Kanmani

Playing for Time

Nói albinói

The Real Cancun

Caliber 9

Devilman Volume 3: Devilman Apocalypse

Love Steaks

Secrets of the Heart

Ta paidia tis Niovis

Summer Affair

Fists in the Pocket

Denial

Hello, Stranger: The Movie

Dogtown

The Happiest Day in the Life of Olli Maki

Three Dancing Slaves

The Puffy Chair

Love's Complicated

Carla's Song

The Automatic Hate

Beautiful Ohio

Flakes

From the Edge of the City

Going Steady

Twice Upon a Yesterday

Look at Me

The Significant Other

Love and Other Catastrophes

Billy's Hollywood Screen Kiss

Jimmy and Judy









Get the IMDb App

Best of 2022

Advanced Search

Watchlist

Walking the Dog

The Last Patrol

Bodies, Rest & Motion

The Crossing

Camille Rewinds

Dog Park

Innocence

Conspiracy of Silence

El viaje de Carol

I Am a Sex Addict

Uncertainty

Peep World

Black Out p.s. Red Out

A Merry War

Let It Snow

Hate Crime

Telling You

Selena Gomez: Hands to Myself

Sandheden om mænd

Godforsaken

Sand Castles

1, 2, 3, Freeze

Go Now

CIA II: Target Alexa

House of Fools

Manhattan Romance

Hurricane Streets

Ben X

Starcrossed

Mio fratello è figlio unico

Bulgarian Lovers

Bollywood Queen

My Sex Life... or How I Got Into an Argument

American Teen

Love Comes to the Executioner

Autism: The Musical

Il est plus facile pour un chameau...

The Wild McCullochs

Blue State

Indrajeet

Starting Out in the Evening

Akvaariorakkaus

Tokyo Fiancée

Moonlight Whispers

Don't Go Breaking My Heart

Revenge Girl

Julie Johnson

Introducing the Dwights

75

Woman on the Beach









Get the IMDb App

Best of 2022

Advanced Search

Watchlist

My Bestfriend's Girlfriend

For Love Alone

Anja

Ganda Hendathi

Kikareta onna no mirareta yoru

Mystère

Hannahs sommer

Flower

I stykker

Bonnie & Clyde: Justified

Hide and Seek

99.9

The Wedding Dress

Kettle of Fish

Ethan Mao

Levelland

Western

V.D.

Puppet Love

Midnight Run for Your Life

River Made to Drown In

My Life on Ice

Don't Tell

Speed of Life

I Call First

The Kiss

Voices

Honey and the Pig

The Movie Hero

Autumn Moon

Make a Bow and Kiss

Stand Up

God Is Great and I'm Not

The Gold and the Glory

OT: Our Town

The Diary of Preston Plummer

A Silent Agreement

The Young Lovers

Film Geek

The Story of Boys & Girls

Circles

Bobby

Shapito-shou: Lyubov i druzhba

Muj brácha má prima bráchu

Missing Brendan

The Makeover

